text,text_processed,cyberbullying_type,severity_level,original_cyberbullying_type,original_severity_level,source_dataset,source_file,original_row_id,actual_label,predicted_label,is_correct,confidence_score,char_count,word_count
"**SUFI MENIRU-NIRU SYIAH..?? ATAUKAH SEBALIKNYA..??!! (studi banding antara aqidah tokoh syi'ah :Al-Khumaini dan aqidah kaum sufi : At-Tijaani, Alwi Al-Maaliki, Habib Al-Jufri, dan Habib Munzir)** **Sungguh kita menemukan permusuhan yang sangat sengit dari kaum syi'ah dan aswaja imitasi (baca : sufi) terhadap aswaja asli (baca : salafy atau yang dinamakan oleh kaum sufi sebagai wahabi). Seakan-akan musuh mereka hanyalah kaum wahabi. Ada apa gerangan antara Syi'ah dan Aswaja, kenapa sama-sama bersepakat memusuhi kaum wahabi..??!!** **Rahasianya adalah adanya kesamaan antara dua kelompok ini, terutama dalam peribadatan kepada penghuni kuburan dan para wali !!! Tidak heran jika SYI'AH & ASWAJA SUFI : - Sama-sama hobi meninggikan kuburan…??!! - Sama-sama hobi beribadah di kuburan…??!! - Sama-sama hobi meminta dan beristighotsah kepada penghuni kuburan..??!! - Sama-sama hobi mencari barokah dari pasir yang ada dikuburan para wali?? - Sama-sama berlindung dibalik topeng ""cinta kepada Ahlul Bait…"", atau ""Demi menghormati Ahlul Bait"", seakan-akan kecintaan kepada Ahlul Bait dan kesyirikan adalah dua perkara yang saling melazimkan !!!** **Entah…apakah kaum aswaja sufi yang ikut-ikutan taqlid buta kepada kaum syi'ah??, ataukah sebaliknya??!!** **[]()** **Vidio** **Kasus yang jarang diketahui oleh masyarakat NU sendiri []()** **Kasus yang jarang diketahui oleh masyarakat NU sendiri []()** **Bagai Kotoran Unta Dibelah Dua || Ulama Syi'ah Sedang Bertaqiyah Berbagi Hadiah Dengan ASWAJA** **[]()** **Kesamaan NU DAN SYIAH. []()** **Berdo’a di kuburan itu boleh []()** **Keutamaan Ziarah kubur []()** **Menopang** **BONGKAR SYIAH DG IRAN SBG POROSNYA >** **[]()** **Pengkianatan syi'ah dalam sejarah > []()** **Sejarah Berdarah Syi'ah Rafidhah > []()** **Abu Salafi sang Majhul induk kedustaan yang sering di nukil Nukil kaum semisalnya > []()** **Hati hati Pro dan Kontra Kita gak tau yang komentar itu siapa syi’ah atau > []()** **Kenali A Media Islam , A media Syi'ah ,** **Maka lihatlah siapa mereka akan Nampak tautan di lapaknya** **[]()** **Komplit Syi’ah Dan Kumpulan Bantahan >** []()",sufi meniru niru syiah ataukah sebaliknya studi banding antara aqidah tokoh syi ah al khumaini dan aqidah kaum sufi at tijaani alwi al maaliki habib al jufri dan habib munzir sungguh kita menemukan permusuhan yang sangat sengit dari kaum syi ah dan aswaja imitasi baca sufi terhadap aswaja asli baca salafy atau yang dinamakan oleh kaum sufi sebagai wahabi seakan akan musuh mereka hanyalah kaum wahabi ada apa gerangan antara syi ah dan aswaja kenapa sama sama bersepakat memusuhi kaum wahabi rahasianya adalah adanya kesamaan antara dua kelompok ini terutama dalam peribadatan kepada penghuni kuburan dan para wali tidak heran jika syi ah aswaja sufi sama sama hobi meninggikan kuburan sama sama hobi beribadah di kuburan sama sama hobi meminta dan beristighotsah kepada penghuni kuburan sama sama hobi mencari barokah dari pasir yang ada dikuburan para wali sama sama berlindung dibalik topeng cinta kepada ahlul bait atau demi menghormati ahlul bait seakan akan kecintaan kepada ahlul bait dan kesyirikan adalah dua perkara yang saling melazimkan entah apakah kaum aswaja sufi yang ikut ikutan taqlid buta kepada kaum syi ah ataukah sebaliknya vidio kasus yang jarang diketahui oleh masyarakat nu sendiri kasus yang jarang diketahui oleh masyarakat nu sendiri bagai kotoran unta dibelah dua ulama syi ah sedang bertaqiyah berbagi hadiah dengan aswaja kesamaan nu dan syiah berdo a di kuburan itu boleh keutamaan ziarah kubur menopang bongkar syiah dg iran sbg porosnya pengkianatan syi ah dalam sejarah sejarah berdarah syi ah rafidhah abu salafi sang majhul induk kedustaan yang sering di nukil nukil kaum semisalnya hati hati pro dan kontra kita gak tau yang komentar itu siapa syi ah atau kenali a media islam a media syi ah maka lihatlah siapa mereka akan nampak tautan di lapaknya komplit syi ah dan kumpulan bantahan,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,4102,normal,harassment,False,1.0304570595131075,2102,301
USER biar mampus',user biar mampus,hate_speech,,hate_speech,,data,data.csv,2674,hate_speech,insult,False,1.132735780843742,17,3
"elang berakhirnya kontrak, pengerjaan proyek pembangunan gedung Puskesmas Bandarkedungmulyo, Kabupaten Jombang mengalami kendala keterlambatan hingga dikeluarkannya Show Cause Meeting (SCM) dua kali. #fuji Ketua KPK #panas #Nyesel Sri Mulyani ODGJ",elang berakhirnya kontrak pengerjaan proyek pembangunan gedung puskesmas bandarkedungmulyo kabupaten jombang mengalami kendala keterlambatan hingga dikeluarkannya show cause meeting scm dua kali ketua kpk sri mulyani odgj,harassment,,"['1', '1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19061,harassment,normal,False,0.9348830814934646,247,30
"Gila sehari kena Rate Limit 2x, X mang beda 😂",gila sehari kena rate limit 2x x mang beda,harassment,,"['1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19159,harassment,normal,False,1.4925483111736058,45,10
USER eue lewat mulu',user eue lewat mulu,normal,,normal,,data,data.csv,11526,normal,insult,False,0.9096372046360615,20,4
"The real dakjal israel teh kenapa sih ya Allah gak tega bgt liat palestina, bisa apa aku disini huft. 💔💔💔",the real dakjal israel teh kenapa sih ya allah gak tega bgt liat palestina bisa apa aku disini huft,harassment,,"['0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,14293,harassment,normal,False,0.9115081129848389,105,20
dan Jokowow akhirnya bisa mengurangi angka pengangguran di China #Bercanda,dan jokowow akhirnya bisa mengurangi angka pengangguran di china,harassment,,['1'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,7920,harassment,normal,False,0.9904078800006137,74,10
"Hasil Pengeluaran Pasaran CHINA Hari Minggu, 10 September 2023 Prize 1️⃣ : 3971 Prize 2️⃣ : 7590 Prize 3️⃣ : 0641 Shio : ULAR Selamat kepada para pemenang jackpot.🙏🏻",hasil pengeluaran pasaran china hari minggu 10 september 2023 prize 1 3971 prize 2 7590 prize 3 0641 shio ular selamat kepada para pemenang jackpot,harassment,,"['1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,3282,harassment,normal,False,1.3145632882263354,165,29
"Marf 2hr org gila mana yg makan pizza, pizzanya dicelupin ke kuah kangkung Kayanya enak",marf 2hr org gila mana yg makan pizza pizzanya dicelupin ke kuah kangkung kayanya enak,harassment,,"['0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,6434,harassment,normal,False,0.969574122750369,87,15
"Lr SIND ONEWS INTERNATIONAL Serangan Udara Israel Hancurkan RS Indonesia di Gaza, Staf Lokal MER-C Tewas FOTO: REUTERS Serangan udara Israel menghancurkan RS Indonesia yang berada di Jalur Gaza, Palestina. Satu staf local MER-C, Abu Romzi, yang tengah berada di dekat lokasi syahid akibat serangan tersebut. 

Kabar duka disampaikan oleh Farid, salah satu relawan MER-C yang masih berada di Jalur Gaza. Sarbini Abdul Murad, mengutuk serangan brutal Israel ke Jalur Gaza yang menyasar Rumah Sakit. “Kami mengutuk serangan Israel ke Gaza yang menyasar Rumah Sakit!” ujar Sarbini.

Baca Selengkapnya: 

#SindoNews #israel #gaza #palestina #hamas",lr sind onews international serangan udara israel hancurkan rs indonesia di gaza staf lokal mer c tewas foto reuters serangan udara israel menghancurkan rs indonesia yang berada di jalur gaza palestina satu staf local mer c abu romzi yang tengah berada di dekat lokasi syahid akibat serangan tersebut kabar duka disampaikan oleh farid salah satu relawan mer c yang masih berada di jalur gaza sarbini abdul murad mengutuk serangan brutal israel ke jalur gaza yang menyasar rumah sakit kami mengutuk serangan israel ke gaza yang menyasar rumah sakit ujar sarbini baca selengkapnya,harassment,,"['0', '1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,10350,harassment,normal,False,1.2451992007983153,642,94
#Terpopuler Elon Musk buka-bukaan soal putranya yang kini jadi transgender wanita. Elon menyalahkan sekolah atas perubahan yang dialami sang putra.,elon musk buka bukaan soal putranya yang kini jadi transgender wanita elon menyalahkan sekolah atas perubahan yang dialami sang putra,harassment,,"['0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,4717,harassment,normal,False,0.8070557770598661,147,20
"Royal Riders Indonesia (Rori) Chapter Banten merayakan HUT ketiga dengan aksi kegiatan sosial, dari tanam pohon dan berbagi dengan penghuni panti ODGJ",royal riders indonesia rori chapter banten merayakan hut ketiga dengan aksi kegiatan sosial dari tanam pohon dan berbagi dengan penghuni panti odgj,harassment,,"['1', '0', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,2839,harassment,normal,False,1.1210002030049664,150,22
Ajak pak USER bikin parpol yak pak ð???,ajak pak user bikin parpol yak pak ð,normal,,normal,,data,data.csv,12852,normal,hate_speech,False,0.8768840589954665,39,8
🐈 Gila ya mnrt gw binus! Ga peduli sm kesehatan mental mahasiswanya. Kamis gw ada uts tapi besok rabu masih ada kelas dri jam 07.00 - 17.00 blm lagi semester ini di jurusan gw semua matkul closebook. We need a break,gila ya mnrt gw binus ga peduli sm kesehatan mental mahasiswanya kamis gw ada uts tapi besok rabu masih ada kelas dri jam 07 00 17 00 blm lagi semester ini di jurusan gw semua matkul closebook we need a break,harassment,,"['0', '1', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,11169,harassment,normal,False,1.5142578870490637,215,41
USER Bokef indo ngewe',user bokef indo ngewe,normal,,normal,,data,data.csv,7049,normal,insult,False,1.337194051280091,22,4
"Menyesatkan, Klaim Mogok Makan Pengungsi Rohingya di Aceh Karena Minta Tempat Tinggal yang Enak",menyesatkan klaim mogok makan pengungsi rohingya di aceh karena minta tempat tinggal yang enak,harassment,,"['1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,28226,harassment,normal,False,1.2131755939244087,95,14
"Atas dasar itulah, DPR diminta segera rampungkan revisi UU Terorisme untuk melindungi segenap bangsa Indonesia dari serangan keji teroris. #POLEMIKPemberantasanTerorisme'",atas dasar itulah dpr diminta segera rampungkan revisi uu terorisme untuk melindungi segenap bangsa indonesia dari serangan keji teroris,normal,,normal,,data,data.csv,2404,normal,hate_speech,False,0.8362769341024154,170,20
"Korban Serangan Zionis Israel di Gaza Palestina, Staf PBB yang Tewas Meningkat",korban serangan zionis israel di gaza palestina staf pbb yang tewas meningkat,harassment,,"['0', '1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,13528,harassment,normal,False,0.8236353058342211,78,12
USER Peh aku dah cacat weh',user peh aku dah cacat weh,normal,,normal,,data,data.csv,7620,normal,insult,False,0.8373749715490724,27,6
"Anwar Usman Dipecat karena Langgar Etika demi Memuluskan Pencalonan Gibran, Keputusan Pencalonan Cawapres Cacat Secara Hukum dan Etika! Baca Selengkapnya :",anwar usman dipecat karena langgar etika demi memuluskan pencalonan gibran keputusan pencalonan cawapres cacat secara hukum dan etika baca selengkapnya,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,412,normal,harassment,False,1.4145445017501932,155,21
"Bukan Cuma McDonald’s! Ini Daftar Produk Boikot Israel yang Bikin Heboh, Apa Saja? : Jabar ekspres / fitriyanaanugrah #jabarekspres #McDonalds #Israel #ProdukBoikot",bukan cuma mcdonald s ini daftar produk boikot israel yang bikin heboh apa saja jabar ekspres fitriyanaanugrah,harassment,,"['0', '1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,8590,harassment,normal,False,0.8044755605741339,164,22
8 point penting visi misi Ganjar – Mahfud Md untuk membangun Indonesia unggul . tag || Guru Papua Setan Yati Hamas Fore November Rain Palestina Antisemitism Ganjar Presiden Pose Elkan Islamophobia Lindsey Graham Israel Sarapan ||,8 point penting visi misi ganjar mahfud md untuk membangun indonesia unggul tag guru papua setan yati hamas fore november rain palestina antisemitism ganjar presiden pose elkan islamophobia lindsey graham israel sarapan,harassment,,"['0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,6993,harassment,normal,False,1.0283527677725295,229,36
"Begitu kejam Tentara Israel biadab thdp warga Palestine,setlah dibunuh di tusuk dg tombak lagi dikemaluan dn dubur,Israel Zionist yg paling kejam(Genocide) didunia,Israel negara teroris menguasai tanah Palestina scr tdk sah,AS dn sekutunya diam,DK PBB ada hak veto AS,PBB ga adil",begitu kejam tentara israel biadab thdp warga palestine setlah dibunuh di tusuk dg tombak lagi dikemaluan dn dubur israel zionist yg paling kejam genocide didunia israel negara teroris menguasai tanah palestina scr tdk sah as dn sekutunya diam dk pbb ada hak veto as pbb ga adil,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,11667,normal,harassment,False,0.8244723807697211,279,40
USER Dih kntl.',user dih kntl,hate_speech,,hate_speech,,data,data.csv,2436,hate_speech,insult,False,1.732934737066428,15,3
jika tidak anonim maka setidaknya informasi rahasia,jika tidak anonim maka setidaknya informasi rahasia,harassment,,other_cyberbullying,,cyberbullying_cleaned_indo,cyberbullying_cleaned_indo.csv,1933,harassment,normal,False,0.7920695495603602,51,7
Di Indonesia Ncep malah mendukung zionis,di indonesia ncep malah mendukung zionis,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,6684,normal,harassment,False,1.1528400366051108,40,6
"Jet Tempur Israel Serang Menara Pengawas Palestina di Gaza INTERNASIONAL24JAM Pesawat tempur Israel pada Jumat (16/9/2023) menargetkan menara pengawas Palestina di dekat sisi timur Kota Gaza.

Kabar tersebut diungkap sumber keamanan yang melaporkan tidak ada korban jiwa.

Serangan udara itu terjadi menyusul demonstrasi yang diorganisir ratusan pemuda di sepanjang pagar Gaza untuk mendukung Masjid Al-Aqsa dan solidaritas dengan para pemogok makan Palestina di dalam penjara-penjara Israel.

Dalam pernyataan, pasukan pendudukan Israel mengatakan ratusan warga Palestina “membuat kerusuhan” di perbatasan Israel, termasuk, “Meletakkan alat peledak di penghalang keamanan dan melemparkan granat ke arah pasukan.” 

Pendudukan Israel juga mengonfirmasi tentaranya yang ditempatkan di daerah tersebut merespons unit pembubaran kerusuhan dan tembakan langsung.

Setelah demonstrasi tersebut, pasukan pendudukan mengatakan mereka melancarkan serangan pesawat tak berawak terhadap “pos pengamatan Hamas di dekat perbatasan.”


#international #news #internasional #beritainternasional #internasional24jam",jet tempur israel serang menara pengawas palestina di gaza internasional24jam pesawat tempur israel pada jumat 16 9 2023 menargetkan menara pengawas palestina di dekat sisi timur kota gaza kabar tersebut diungkap sumber keamanan yang melaporkan tidak ada korban jiwa serangan udara itu terjadi menyusul demonstrasi yang diorganisir ratusan pemuda di sepanjang pagar gaza untuk mendukung masjid al aqsa dan solidaritas dengan para pemogok makan palestina di dalam penjara penjara israel dalam pernyataan pasukan pendudukan israel mengatakan ratusan warga palestina membuat kerusuhan di perbatasan israel termasuk meletakkan alat peledak di penghalang keamanan dan melemparkan granat ke arah pasukan pendudukan israel juga mengonfirmasi tentaranya yang ditempatkan di daerah tersebut merespons unit pembubaran kerusuhan dan tembakan langsung setelah demonstrasi tersebut pasukan pendudukan mengatakan mereka melancarkan serangan pesawat tak berawak terhadap pos pengamatan hamas di dekat perbatasan,harassment,,"['1', '0', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,2267,harassment,normal,False,1.7804372561048003,1099,134
"Bila hg dah giveup pakai seluar panjang, haaaa kain batik jugak malam niii.. PANAS GILA WOI'",bila hg dah giveup pakai seluar panjang haaaa kain batik jugak malam niii panas gila woi,insult,,insult,,data,data.csv,6369,insult,normal,False,0.850223601272382,92,16
"Dua priode jadi presiden dari negara berpenduduk 280jt jiwa masih di anggap petugas partai,,,emangnya yg milih cuma simpatisan partai?, gila lo jerrr,, Pdhl 7 x ikut pemilu belum pernah nyoblos partai selain PDIP dari masih PDI, tapi 2024 mohon maaf, #SayaBersamaJokowi",dua priode jadi presiden dari negara berpenduduk 280jt jiwa masih di anggap petugas partai emangnya yg milih cuma simpatisan partai gila lo jerrr pdhl 7 x ikut pemilu belum pernah nyoblos partai selain pdip dari masih pdi tapi 2024 mohon maaf,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,3545,normal,harassment,False,0.950589270080849,269,41
"Menyesatkan, Tentara Cina Mendarat di Bandara Sam Ratulangi Manado untuk Memusuhi Indonesia #TempoCekFakta #CekFakta",menyesatkan tentara cina mendarat di bandara sam ratulangi manado untuk memusuhi indonesia,harassment,,['1'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,18511,harassment,normal,False,0.7859014771649127,116,14
"Israel Lakukan Kejahatan Perang, Targetkan Staf Medis Palestina: Gaza Mulai Digempur dari Darat @tribunnews",israel lakukan kejahatan perang targetkan staf medis palestina gaza mulai digempur dari darat USER_MENTION,harassment,,"['1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,10111,harassment,normal,False,0.8447857359271893,107,14
jom mampus.',jom mampus,hate_speech,,hate_speech,,data,data.csv,2491,hate_speech,insult,False,0.7891543581733658,12,2
RT USER: Banci mahal pelangganya keren2 \xf0\x9f\x98\x83. USER URL,rt user banci mahal pelangganya keren2 xf0 x9f x98 x83 user url,insult,,insult,,data,data.csv,5600,insult,hate_speech,False,1.007910000541448,66,9
"USER Bloon lebih bawah dari bodoh, di bawah bloon ada goblok'",user bloon lebih bawah dari bodoh di bawah bloon ada goblok,normal,,normal,,data,data.csv,9374,normal,hate_speech,False,1.2515285141872334,61,11
USER Presiden Threshold adalah upaya rezim untuk mempertahankan kekuasaannya yg cenderung otoriter',user presiden threshold adalah upaya rezim untuk mempertahankan kekuasaannya yg cenderung otoriter,normal,,normal,,data,data.csv,7001,normal,hate_speech,False,0.8905775706199874,99,12
"USER dia tau tau ngechat gua beb ,gada angin gada tsunami wkwk ngasih tau kalo temen TA gua yg satu lg join rp jd yuta fak bat .. pas gua iseng on di jandro de'e nge unfol gua . wkwkwk cacat bat""",user dia tau tau ngechat gua beb gada angin gada tsunami wkwk ngasih tau kalo temen ta gua yg satu lg join rp jd yuta fak bat pas gua iseng on di jandro de e nge unfol gua wkwkwk cacat bat,normal,,normal,,data,data.csv,4126,normal,insult,False,1.046267402493584,195,42
"Ditunda hari Selasa katanya perang darat Israel mau ke Gaza.Menunda karena banjir,atau takut keok😁🇵🇸🥁 #PalestineIsraelwar Persiapan,Hamas",ditunda hari selasa katanya perang darat israel mau ke gaza menunda karena banjir atau takut keok persiapan hamas,harassment,,"['1', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,8111,harassment,normal,False,1.0927512047060115,137,16
"Kepala Urusan Agama Turki mengeluarkan fatwa: larangan (Haram) memberikan dukungan kpd penindas, penjajah dan teroris Zionis, atau mereka yang mendukung mereka secara langsung atau tidak langsung Membeli produk Zionis atau produk perusahaan yg mendukungnya dilarang (Haram)",kepala urusan agama turki mengeluarkan fatwa larangan haram memberikan dukungan kpd penindas penjajah dan teroris zionis atau mereka yang mendukung mereka secara langsung atau tidak langsung membeli produk zionis atau produk perusahaan yg mendukungnya dilarang haram,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,16344,normal,harassment,False,0.9036068088431305,273,36
"Menurut juru bicara TPN Ganjar-Mahfud, Bane Raja Manalu, putusan MKMK membuktikan bahwa putusan MK mengenai batas usia minimal calon presiden-calon wakil presiden cacat moral. < #MKMK #AnwarUsman #KetuaMK",menurut juru bicara tpn ganjar mahfud bane raja manalu putusan mkmk membuktikan bahwa putusan mk mengenai batas usia minimal calon presiden calon wakil presiden cacat moral,harassment,,['1'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,12829,harassment,normal,False,1.1323972813010479,204,28
"orang bego gini kok direkrut jadi kader ya? masih pinter tukang sayur.....komemtar nya khan ngga ada yg berkualitas......kelihatan IQ nya seberapa tinggi? kasihan sih di bully terus, tapi memang sangat oantas di bully, sebab komentar nya sangat renfah kual",orang bego gini kok direkrut jadi kader ya masih pinter tukang sayur komemtar nya khan ngga ada yg berkualitas kelihatan iq nya seberapa tinggi kasihan sih di bully terus tapi memang sangat oantas di bully sebab komentar nya sangat renfah kual,hate_speech,,hate_speech,,data,data.csv,4322,hate_speech,harassment,False,1.07412526019951,256,39
"Kalau hukum formal tidak bisa membatalkan pencalonan yg cacat hukum ini, gak usah kuatir. Masih ada hukum non-formal. KEDAULATAN ADA DI TANGAN RAKYAT. PASTI TIDAK AKAN TINGGAL DIAM dengan segala carut-marut hukum yang sudah ""telanjang"" dan ""meresahkan"" akal-akal yang waras. INDONESIA KITA HARUS DISELAMATKAN! 💪😎🇲🇨",kalau hukum formal tidak bisa membatalkan pencalonan yg cacat hukum ini gak usah kuatir masih ada hukum non formal kedaulatan ada di tangan rakyat pasti tidak akan tinggal diam dengan segala carut marut hukum yang sudah telanjang dan meresahkan akal akal yang waras indonesia kita harus diselamatkan,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,6333,normal,harassment,False,1.149396566645343,314,45
Jual mesin tapi g tahu sistem mesinnya = Sales Mesin Cina,jual mesin tapi g tahu sistem mesinnya sales mesin cina,harassment,,['1'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,13761,harassment,normal,False,0.9520125078386567,57,11
"USER Gini nih klw orang keluar dari memek perek ,,ngapa luh gak seneng gw bilang bgtu emak lu perek,,ketemuan yuks'",user gini nih klw orang keluar dari memek perek ngapa luh gak seneng gw bilang bgtu emak lu perek ketemuan yuks,hate_speech,,hate_speech,,data,data.csv,5985,hate_speech,insult,False,0.9648136128266831,115,20
REMPANG BUNDA TANAH MELAYU Di tengah gejolak di Pulau Rempang dan amuk warga Melayu gegara investor China. Ada keturunan China asal Batam yang bisa maen Suling pake korek api. Semoga bisa sedikit meredam,rempang bunda tanah melayu di tengah gejolak di pulau rempang dan amuk warga melayu gegara investor china ada keturunan china asal batam yang bisa maen suling pake korek api semoga bisa sedikit meredam,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,6872,normal,harassment,False,0.9793464360456273,203,33
"APA? ADA APA 水 ADA APA ? KORUT Disebut Bela Palestina, Ogah Dukung Israel   @ @pontianakinformasi PniankInformas Pontianak Pemimpin Korea Utara, Kim Jong Un diyakini memberikan dukungan terhadap Palestina, yang terus-terusan digempur Israel.

Kepala Badan Intelijen Nasional Korea Selatan, Kim Kyou Hyun, meyakini Korut telah memantapkan posisi untuk menyalurkan dukungan bagi Palestina.

Dilansir dari Korea Herald, Sabtu (4/11), Kim Kyou Hyun menduga Korut mendukung Palestina untuk meraup keuntungan dari konflik di Timur Tengah.

#KanalAspirasi #KanalAduan #AplikasiAduan #DigitalMarket #MediaOnline #5November2023 #AdaapaPI",apa ada apa 水 ada apa korut disebut bela palestina ogah dukung israel USER_MENTION pniankinformas pontianak pemimpin korea utara kim jong un diyakini memberikan dukungan terhadap palestina yang terus terusan digempur israel kepala badan intelijen nasional korea selatan kim kyou hyun meyakini korut telah memantapkan posisi untuk menyalurkan dukungan bagi palestina dilansir dari korea herald sabtu 4 11 kim kyou hyun menduga korut mendukung palestina untuk meraup keuntungan dari konflik di timur tengah,harassment,,"['0', '0', '0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,5298,harassment,normal,False,1.2625765208161537,628,80
Hyo seop gila bgt kalo rambutnya dibelah dua,hyo seop gila bgt kalo rambutnya dibelah dua,harassment,,"['1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19294,harassment,normal,False,1.3933590420041377,44,8
Malem minggu ngene iki penake ngantemi wong Israel,malem minggu ngene iki penake ngantemi wong israel,harassment,,"['1', '1', '1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,14046,harassment,normal,False,0.8434697548636656,50,8
USER Cih najis',user cih najis,hate_speech,,hate_speech,,data,data.csv,4781,hate_speech,insult,False,0.8836638461985187,15,3
"USER Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",user apaansi tai baru gt doang belagunya udah selangit ga inget ada karma ntar bbrp taun lagi kalo idol lu flop gua ketawa paling keras,hate_speech,,hate_speech,,data,data.csv,199,hate_speech,insult,False,1.034227161212959,140,25
Apa kita bisa open donasi ya tapi bukan bantuan kemanusiaan tapi buat pesen rudal di kirim ke israel #PalestineLivesMatter #IsraelGazaWar #PalestineGenocide #GazaAttack,apa kita bisa open donasi ya tapi bukan bantuan kemanusiaan tapi buat pesen rudal di kirim ke israel,harassment,,"['1', '1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,10801,harassment,normal,False,0.9536040932819303,168,22
"alay? biarin, dari pada gw gila",alay biarin dari pada gw gila,harassment,,"['1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19150,harassment,normal,False,0.9557857520212225,31,6
Para pakar hukum tata negara menilai Gibran adalah Cawapres Cacat Hukum karena akibat dari putusan MKMK yang telah memberhentikan Ketua MK Anwar Usman telah melanggar kode etik sebagai Hakim konstitusi,para pakar hukum tata negara menilai gibran adalah cawapres cacat hukum karena akibat dari putusan mkmk yang telah memberhentikan ketua mk anwar usman telah melanggar kode etik sebagai hakim konstitusi,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19661,normal,harassment,False,0.8948908574468847,201,30
